# Logfile created on Tue Jul 27 02:01:58 +0000 2010 by logger.rb/22285
I, [2010-07-27T02:01:58.459596 #6319]  INFO -- : GET: https://my.rightscale.com/api/acct/2901/deployments.js?filter[]=nickname=PHPVEETEN-ec2-west-438799-RightImage_Ubuntu_8.04_i386_v5.3_Beta&
I, [2010-07-27T02:01:58.680552 #6319]  INFO -- : GET: /api/acct/2901/ec2_server_templates/52800.js?
I, [2010-07-27T02:01:58.806724 #6319]  INFO -- : GET: /api/acct/2901/ec2_server_templates/52800/executables.js?
I, [2010-07-27T02:01:58.994821 #6319]  INFO -- : POST: /api/acct/2901/servers/795889/stop
I, [2010-07-27T02:02:01.175706 #6319]  INFO -- : POST: /api/acct/2901/servers/795890/stop
I, [2010-07-27T02:02:03.399240 #6319]  INFO -- : POST: /api/acct/2901/servers/795886/stop
I, [2010-07-27T02:02:08.235865 #6319]  INFO -- : POST: /api/acct/2901/servers/795888/stop
I, [2010-07-27T02:02:10.936074 #6319]  INFO -- : GET: /api/acct/2901/servers/795889.js?
I, [2010-07-27T02:02:11.055150 #6319]  INFO -- : tempserver-PHP App Server v10 (Beta) is decommissioning
I, [2010-07-27T02:02:16.060853 #6319]  INFO -- : waiting for server tempserver-PHP App Server v10 (Beta) to go stopped, state is decommissioning
I, [2010-07-27T02:02:16.091530 #6319]  INFO -- : GET: /api/acct/2901/servers/795889.js?
I, [2010-07-27T02:02:21.170883 #6319]  INFO -- : waiting for server tempserver-PHP App Server v10 (Beta) to go stopped, state is decommissioning
I, [2010-07-27T02:02:21.227265 #6319]  INFO -- : GET: /api/acct/2901/servers/795889.js?
I, [2010-07-27T02:02:26.410816 #6319]  INFO -- : waiting for server tempserver-PHP App Server v10 (Beta) to go stopped, state is decommissioning
I, [2010-07-27T02:02:26.441256 #6319]  INFO -- : GET: /api/acct/2901/servers/795889.js?
I, [2010-07-27T02:02:31.530852 #6319]  INFO -- : waiting for server tempserver-PHP App Server v10 (Beta) to go stopped, state is decommissioning
I, [2010-07-27T02:02:31.565500 #6319]  INFO -- : GET: /api/acct/2901/servers/795889.js?
I, [2010-07-27T02:02:37.160812 #6319]  INFO -- : waiting for server tempserver-PHP App Server v10 (Beta) to go stopped, state is decommissioning
I, [2010-07-27T02:02:37.199682 #6319]  INFO -- : GET: /api/acct/2901/servers/795889.js?
I, [2010-07-27T02:02:42.760849 #6319]  INFO -- : waiting for server tempserver-PHP App Server v10 (Beta) to go stopped, state is decommissioning
I, [2010-07-27T02:02:42.794879 #6319]  INFO -- : GET: /api/acct/2901/servers/795889.js?
I, [2010-07-27T02:02:48.940843 #6319]  INFO -- : waiting for server tempserver-PHP App Server v10 (Beta) to go stopped, state is decommissioning
I, [2010-07-27T02:02:48.971567 #6319]  INFO -- : GET: /api/acct/2901/servers/795889.js?
I, [2010-07-27T02:02:54.370849 #6319]  INFO -- : waiting for server tempserver-PHP App Server v10 (Beta) to go stopped, state is decommissioning
I, [2010-07-27T02:02:54.404895 #6319]  INFO -- : GET: /api/acct/2901/servers/795889.js?
I, [2010-07-27T02:02:59.561128 #6319]  INFO -- : waiting for server tempserver-PHP App Server v10 (Beta) to go stopped, state is decommissioning
I, [2010-07-27T02:02:59.591657 #6319]  INFO -- : GET: /api/acct/2901/servers/795889.js?
I, [2010-07-27T02:03:05.150813 #6319]  INFO -- : waiting for server tempserver-PHP App Server v10 (Beta) to go stopped, state is decommissioning
I, [2010-07-27T02:03:05.189107 #6319]  INFO -- : GET: /api/acct/2901/servers/795889.js?
I, [2010-07-27T02:03:11.050815 #6319]  INFO -- : waiting for server tempserver-PHP App Server v10 (Beta) to go stopped, state is decommissioning
I, [2010-07-27T02:03:11.082031 #6319]  INFO -- : GET: /api/acct/2901/servers/795889.js?
I, [2010-07-27T02:03:16.210810 #6319]  INFO -- : waiting for server tempserver-PHP App Server v10 (Beta) to go stopped, state is decommissioning
